Time,Temperature(°C),Precipitation(mm),Cloudcover(%),Pressure(hPa),Wind Speed(km / h),Dewpoint(°C)
07 31 2018 17:10,19,0,25,916.2,6.9,18.7
07 31 2018 17:20,19,0,25,916.2,6.9,18.7
07 31 2018 17:30,19,0,25,916.2,6.9,18.7
07 31 2018 17:40,19,0,25,916.2,6.9,18.7
07 31 2018 17:50,19,0,25,916.2,6.9,18.7
07 31 2018 18:00,18.7,0,26,915.9,6.3,18.6
07 31 2018 18:10,18.7,0,26,915.9,6.3,18.6
07 31 2018 18:20,18.7,0,26,915.9,6.3,18.6
07 31 2018 18:30,18.7,0,26,915.9,6.3,18.6
07 31 2018 18:40,18.7,0,26,915.9,6.3,18.6
07 31 2018 18:50,18.7,0,26,915.9,6.3,18.6
07 31 2018 19:00,18.5,0,5,915.7,5,18.3
07 31 2018 19:10,18.5,0,5,915.7,5,18.3
07 31 2018 19:20,18.5,0,5,915.7,5,18.3
07 31 2018 19:30,18.5,0,5,915.7,5,18.3
07 31 2018 19:40,18.5,0,5,915.7,5,18.3
07 31 2018 19:50,18.5,0,5,915.7,5,18.3
07 31 2018 20:00,18.2,0,22,916,4.1,18.1
07 31 2018 20:10,18.2,0,22,916,4.1,18.1
07 31 2018 20:20,18.2,0,22,916,4.1,18.1
07 31 2018 20:30,18.2,0,22,916,4.1,18.1
07 31 2018 20:40,18.2,0,22,916,4.1,18.1
07 31 2018 20:50,18.2,0,22,916,4.1,18.1
07 31 2018 21:00,17.9,0,53,915.9,4.6,17.8
07 31 2018 21:10,17.9,0,53,915.9,4.6,17.8
07 31 2018 21:20,17.9,0,53,915.9,4.6,17.8
07 31 2018 21:30,17.9,0,53,915.9,4.6,17.8
07 31 2018 21:40,17.9,0,53,915.9,4.6,17.8
07 31 2018 21:50,17.9,0,53,915.9,4.6,17.8
07 31 2018 22:00,17.7,0,93,915.7,5,17.6
07 31 2018 22:10,17.7,0,93,915.7,5,17.6
07 31 2018 22:20,17.7,0,93,915.7,5,17.6
07 31 2018 22:30,17.7,0,93,915.7,5,17.6
07 31 2018 22:40,17.7,0,93,915.7,5,17.6
07 31 2018 22:50,17.7,0,93,915.7,5,17.6
07 31 2018 23:00,17.7,0,93,915.9,5.1,17.7
07 31 2018 23:10,17.7,0,93,915.9,5.1,17.7
07 31 2018 23:20,17.7,0,93,915.9,5.1,17.7
07 31 2018 23:30,17.7,0,93,915.9,5.1,17.7
07 31 2018 23:40,17.7,0,93,915.9,5.1,17.7
07 31 2018 23:50,17.7,0,93,915.9,5.1,17.7
08 01 2018 00:00,18.8,0,81,916.3,4.3,18.4
08 01 2018 00:10,18.8,0,81,916.3,4.3,18.4
08 01 2018 00:20,18.8,0,81,916.3,4.3,18.4
08 01 2018 00:30,18.8,0,81,916.3,4.3,18.4
08 01 2018 00:40,18.8,0,81,916.3,4.3,18.4
08 01 2018 00:50,18.8,0,81,916.3,4.3,18.4
08 01 2018 01:00,20,0,44,916.9,7.3,17.7
08 01 2018 01:10,20,0,44,916.9,7.3,17.7
08 01 2018 01:20,20,0,44,916.9,7.3,17.7
08 01 2018 01:30,20,0,44,916.9,7.3,17.7
08 01 2018 01:40,20,0,44,916.9,7.3,17.7
08 01 2018 01:50,20,0,44,916.9,7.3,17.7
08 01 2018 02:00,20.9,0,41,917.4,8.9,17.3
08 01 2018 02:10,20.9,0,41,917.4,8.9,17.3
08 01 2018 02:20,20.9,0,41,917.4,8.9,17.3
08 01 2018 02:30,20.9,0,41,917.4,8.9,17.3
08 01 2018 02:40,20.9,0,41,917.4,8.9,17.3
08 01 2018 02:50,20.9,0,41,917.4,8.9,17.3
08 01 2018 03:00,21.8,0,31,917.7,9.4,17.3
08 01 2018 03:10,21.8,0,31,917.7,9.4,17.3
08 01 2018 03:20,21.8,0,31,917.7,9.4,17.3
08 01 2018 03:30,21.8,0,31,917.7,9.4,17.3
08 01 2018 03:40,21.8,0,31,917.7,9.4,17.3
08 01 2018 03:50,21.8,0,31,917.7,9.4,17.3
08 01 2018 04:00,22.6,0,23,918.1,9.7,17.3
08 01 2018 04:10,22.6,0,23,918.1,9.7,17.3
08 01 2018 04:20,22.6,0,23,918.1,9.7,17.3
08 01 2018 04:30,22.6,0,23,918.1,9.7,17.3
08 01 2018 04:40,22.6,0,23,918.1,9.7,17.3
08 01 2018 04:50,22.6,0,23,918.1,9.7,17.3
08 01 2018 05:00,23,0.2,41,918.5,11.5,17.4
08 01 2018 05:10,23,0.2,41,918.5,11.5,17.4
08 01 2018 05:20,23,0.2,41,918.5,11.5,17.4
08 01 2018 05:30,23,0.2,41,918.5,11.5,17.4
08 01 2018 05:40,23,0.2,41,918.5,11.5,17.4
08 01 2018 05:50,23,0.2,41,918.5,11.5,17.4
08 01 2018 06:00,23.3,0.1,30,918.5,12.2,17.4
08 01 2018 06:10,23.3,0.1,30,918.5,12.2,17.4
08 01 2018 06:20,23.3,0.1,30,918.5,12.2,17.4
08 01 2018 06:30,23.3,0.1,30,918.5,12.2,17.4
08 01 2018 06:40,23.3,0.1,30,918.5,12.2,17.4
08 01 2018 06:50,23.3,0.1,30,918.5,12.2,17.4
08 01 2018 07:00,24,0.1,16,918.6,12.1,17.3
08 01 2018 07:10,24,0.1,16,918.6,12.1,17.3
08 01 2018 07:20,24,0.1,16,918.6,12.1,17.3
08 01 2018 07:30,24,0.1,16,918.6,12.1,17.3
08 01 2018 07:40,24,0.1,16,918.6,12.1,17.3
08 01 2018 07:50,24,0.1,16,918.6,12.1,17.3
08 01 2018 08:00,24.3,0,7,918.9,14,16.9
08 01 2018 08:10,24.3,0,7,918.9,14,16.9
08 01 2018 08:20,24.3,0,7,918.9,14,16.9
08 01 2018 08:30,24.3,0,7,918.9,14,16.9
08 01 2018 08:40,24.3,0,7,918.9,14,16.9
08 01 2018 08:50,24.3,0,7,918.9,14,16.9
08 01 2018 09:00,24.3,0,9,918.7,16,16.6
08 01 2018 09:10,24.3,0,9,918.7,16,16.6
08 01 2018 09:20,24.3,0,9,918.7,16,16.6
08 01 2018 09:30,24.3,0,9,918.7,16,16.6
08 01 2018 09:40,24.3,0,9,918.7,16,16.6
08 01 2018 09:50,24.3,0,9,918.7,16,16.6
08 01 2018 10:00,24.3,0,14,918.7,17.4,16.4
08 01 2018 10:10,24.3,0,14,918.7,17.4,16.4
08 01 2018 10:20,24.3,0,14,918.7,17.4,16.4
08 01 2018 10:30,24.3,0,14,918.7,17.4,16.4
08 01 2018 10:40,24.3,0,14,918.7,17.4,16.4
08 01 2018 10:50,24.3,0,14,918.7,17.4,16.4
08 01 2018 11:00,23.4,0,16,918.7,19,16.4
08 01 2018 11:10,23.4,0,16,918.7,19,16.4
08 01 2018 11:20,23.4,0,16,918.7,19,16.4
08 01 2018 11:30,23.4,0,16,918.7,19,16.4
08 01 2018 11:40,23.4,0,16,918.7,19,16.4
08 01 2018 11:50,23.4,0,16,918.7,19,16.4
08 01 2018 12:00,22.4,0,27,918.5,17.8,16.6
08 01 2018 12:10,22.4,0,27,918.5,17.8,16.6
08 01 2018 12:20,22.4,0,27,918.5,17.8,16.6
08 01 2018 12:30,22.4,0,27,918.5,17.8,16.6
08 01 2018 12:40,22.4,0,27,918.5,17.8,16.6
08 01 2018 12:50,22.4,0,27,918.5,17.8,16.6
08 01 2018 13:00,21.4,0,11,918.3,14.1,17.3
08 01 2018 13:10,21.4,0,11,918.3,14.1,17.3
08 01 2018 13:20,21.4,0,11,918.3,14.1,17.3
08 01 2018 13:30,21.4,0,11,918.3,14.1,17.3
08 01 2018 13:40,21.4,0,11,918.3,14.1,17.3
08 01 2018 13:50,21.4,0,11,918.3,14.1,17.3
08 01 2018 14:00,20.5,0,2,918.4,11.5,18
08 01 2018 14:10,20.5,0,2,918.4,11.5,18
08 01 2018 14:20,20.5,0,2,918.4,11.5,18
08 01 2018 14:30,20.5,0,2,918.4,11.5,18
08 01 2018 14:40,20.5,0,2,918.4,11.5,18
08 01 2018 14:50,20.5,0,2,918.4,11.5,18
08 01 2018 15:00,19.7,0,1,918.4,8.2,18
08 01 2018 15:10,19.7,0,1,918.4,8.2,18
08 01 2018 15:20,19.7,0,1,918.4,8.2,18
08 01 2018 15:30,19.7,0,1,918.4,8.2,18
08 01 2018 15:40,19.7,0,1,918.4,8.2,18
08 01 2018 15:50,19.7,0,1,918.4,8.2,18
08 01 2018 16:00,19.2,0,2,918.1,7,18.1
08 01 2018 16:10,19.2,0,2,918.1,7,18.1
08 01 2018 16:20,19.2,0,2,918.1,7,18.1
08 01 2018 16:30,19.2,0,2,918.1,7,18.1
08 01 2018 16:40,19.2,0,2,918.1,7,18.1
08 01 2018 16:50,19.2,0,2,918.1,7,18.1
08 01 2018 17:00,18.8,0,4,917.9,5.7,18.2
08 01 2018 17:10,18.8,0,4,917.9,5.7,18.2
08 01 2018 17:20,18.8,0,4,917.9,5.7,18.2
08 01 2018 17:30,18.8,0,4,917.9,5.7,18.2
08 01 2018 17:40,18.8,0,4,917.9,5.7,18.2
08 01 2018 17:50,18.8,0,4,917.9,5.7,18.2
08 01 2018 18:00,18.3,0,4,917.6,4.7,18
08 01 2018 18:10,18.3,0,4,917.6,4.7,18
08 01 2018 18:20,18.3,0,4,917.6,4.7,18
08 01 2018 18:30,18.3,0,4,917.6,4.7,18
08 01 2018 18:40,18.3,0,4,917.6,4.7,18
08 01 2018 18:50,18.3,0,4,917.6,4.7,18
08 01 2018 19:00,17.8,0,7,917.4,6,17.5
08 01 2018 19:10,17.8,0,7,917.4,6,17.5
08 01 2018 19:20,17.8,0,7,917.4,6,17.5
08 01 2018 19:30,17.8,0,7,917.4,6,17.5
08 01 2018 19:40,17.8,0,7,917.4,6,17.5
08 01 2018 19:50,17.8,0,7,917.4,6,17.5
08 01 2018 20:00,18.4,0,26,917.9,6.8,18.2
08 01 2018 20:10,18.4,0,26,917.9,6.8,18.2
08 01 2018 20:20,18.4,0,26,917.9,6.8,18.2
08 01 2018 20:30,18.4,0,26,917.9,6.8,18.2
08 01 2018 20:40,18.4,0,26,917.9,6.8,18.2
08 01 2018 20:50,18.4,0,26,917.9,6.8,18.2
08 01 2018 21:00,18.1,0,13,917.4,5.6,18
08 01 2018 21:10,18.1,0,13,917.4,5.6,18
08 01 2018 21:20,18.1,0,13,917.4,5.6,18
08 01 2018 21:30,18.1,0,13,917.4,5.6,18
08 01 2018 21:40,18.1,0,13,917.4,5.6,18
08 01 2018 21:50,18.1,0,13,917.4,5.6,18
08 01 2018 22:00,17.9,0,40,917.3,5.4,17.8
08 01 2018 22:10,17.9,0,40,917.3,5.4,17.8
08 01 2018 22:20,17.9,0,40,917.3,5.4,17.8
08 01 2018 22:30,17.9,0,40,917.3,5.4,17.8
08 01 2018 22:40,17.9,0,40,917.3,5.4,17.8
08 01 2018 22:50,17.9,0,40,917.3,5.4,17.8
08 01 2018 23:00,17.8,0,89,917.5,4.9,17.8
08 01 2018 23:10,17.8,0,89,917.5,4.9,17.8
08 01 2018 23:20,17.8,0,89,917.5,4.9,17.8
08 01 2018 23:30,17.8,0,89,917.5,4.9,17.8
08 01 2018 23:40,17.8,0,89,917.5,4.9,17.8
08 01 2018 23:50,17.8,0,89,917.5,4.9,17.8
08 02 2018 00:00,19.2,0,64,918.1,8.3,18.7
08 02 2018 00:10,19.2,0,64,918.1,8.3,18.7
08 02 2018 00:20,19.2,0,64,918.1,8.3,18.7
08 02 2018 00:30,19.2,0,64,918.1,8.3,18.7
08 02 2018 00:40,19.2,0,64,918.1,8.3,18.7
08 02 2018 00:50,19.2,0,64,918.1,8.3,18.7
08 02 2018 01:00,20.1,0.1,25,918.6,11.1,18.6
08 02 2018 01:10,20.1,0.1,25,918.6,11.1,18.6
08 02 2018 01:20,20.1,0.1,25,918.6,11.1,18.6
08 02 2018 01:30,20.1,0.1,25,918.6,11.1,18.6
08 02 2018 01:40,20.1,0.1,25,918.6,11.1,18.6
08 02 2018 01:50,20.1,0.1,25,918.6,11.1,18.6
08 02 2018 02:00,21.2,0.1,20,918.9,11.3,17.8
08 02 2018 02:10,21.2,0.1,20,918.9,11.3,17.8
08 02 2018 02:20,21.2,0.1,20,918.9,11.3,17.8
08 02 2018 02:30,21.2,0.1,20,918.9,11.3,17.8
08 02 2018 02:40,21.2,0.1,20,918.9,11.3,17.8
08 02 2018 02:50,21.2,0.1,20,918.9,11.3,17.8
08 02 2018 03:00,22.3,0,23,919.3,13.2,17.2
08 02 2018 03:10,22.3,0,23,919.3,13.2,17.2
08 02 2018 03:20,22.3,0,23,919.3,13.2,17.2
08 02 2018 03:30,22.3,0,23,919.3,13.2,17.2
08 02 2018 03:40,22.3,0,23,919.3,13.2,17.2
08 02 2018 03:50,22.3,0,23,919.3,13.2,17.2
08 02 2018 04:00,23.1,0.1,22,919.5,13.8,17.2
08 02 2018 04:10,23.1,0.1,22,919.5,13.8,17.2
08 02 2018 04:20,23.1,0.1,22,919.5,13.8,17.2
08 02 2018 04:30,23.1,0.1,22,919.5,13.8,17.2
08 02 2018 04:40,23.1,0.1,22,919.5,13.8,17.2
08 02 2018 04:50,23.1,0.1,22,919.5,13.8,17.2
08 02 2018 05:00,23.8,0.1,21,919.6,13.3,17.1
08 02 2018 05:10,23.8,0.1,21,919.6,13.3,17.1
08 02 2018 05:20,23.8,0.1,21,919.6,13.3,17.1
08 02 2018 05:30,23.8,0.1,21,919.6,13.3,17.1
08 02 2018 05:40,23.8,0.1,21,919.6,13.3,17.1
08 02 2018 05:50,23.8,0.1,21,919.6,13.3,17.1
08 02 2018 06:00,24.4,0,18,919.7,16.6,16.9
08 02 2018 06:10,24.4,0,18,919.7,16.6,16.9
08 02 2018 06:20,24.4,0,18,919.7,16.6,16.9
08 02 2018 06:30,24.4,0,18,919.7,16.6,16.9
08 02 2018 06:40,24.4,0,18,919.7,16.6,16.9
08 02 2018 06:50,24.4,0,18,919.7,16.6,16.9
08 02 2018 07:00,25,0,22,919.5,19.9,16.5
08 02 2018 07:10,25,0,22,919.5,19.9,16.5
08 02 2018 07:20,25,0,22,919.5,19.9,16.5
08 02 2018 07:30,25,0,22,919.5,19.9,16.5
08 02 2018 07:40,25,0,22,919.5,19.9,16.5
08 02 2018 07:50,25,0,22,919.5,19.9,16.5
08 02 2018 08:00,24.6,0,26,919.4,19,16.9
08 02 2018 08:10,24.6,0,26,919.4,19,16.9
08 02 2018 08:20,24.6,0,26,919.4,19,16.9
08 02 2018 08:30,24.6,0,26,919.4,19,16.9
08 02 2018 08:40,24.6,0,26,919.4,19,16.9
08 02 2018 08:50,24.6,0,26,919.4,19,16.9
08 02 2018 09:00,24.8,0,23,919.1,21.5,16.4
08 02 2018 09:10,24.8,0,23,919.1,21.5,16.4
08 02 2018 09:20,24.8,0,23,919.1,21.5,16.4
08 02 2018 09:30,24.8,0,23,919.1,21.5,16.4
08 02 2018 09:40,24.8,0,23,919.1,21.5,16.4
08 02 2018 09:50,24.8,0,23,919.1,21.5,16.4
08 02 2018 10:00,24.4,0,15,919,22.9,16.3
08 02 2018 10:10,24.4,0,15,919,22.9,16.3
08 02 2018 10:20,24.4,0,15,919,22.9,16.3
08 02 2018 10:30,24.4,0,15,919,22.9,16.3
08 02 2018 10:40,24.4,0,15,919,22.9,16.3
08 02 2018 10:50,24.4,0,15,919,22.9,16.3
08 02 2018 11:00,23.3,0.3,27,918.8,23.2,16.8
08 02 2018 11:10,23.3,0.3,27,918.8,23.2,16.8
08 02 2018 11:20,23.3,0.3,27,918.8,23.2,16.8
08 02 2018 11:30,23.3,0.3,27,918.8,23.2,16.8
08 02 2018 11:40,23.3,0.3,27,918.8,23.2,16.8
08 02 2018 11:50,23.3,0.3,27,918.8,23.2,16.8
08 02 2018 12:00,22.1,0.6,33,918.7,23.3,16.8
08 02 2018 12:10,22.1,0.6,33,918.7,23.3,16.8
08 02 2018 12:20,22.1,0.6,33,918.7,23.3,16.8
08 02 2018 12:30,22.1,0.6,33,918.7,23.3,16.8
08 02 2018 12:40,22.1,0.6,33,918.7,23.3,16.8
08 02 2018 12:50,22.1,0.6,33,918.7,23.3,16.8
08 02 2018 13:00,20.7,0.5,23,918.6,20,17.1
08 02 2018 13:10,20.7,0.5,23,918.6,20,17.1
08 02 2018 13:20,20.7,0.5,23,918.6,20,17.1
08 02 2018 13:30,20.7,0.5,23,918.6,20,17.1
08 02 2018 13:40,20.7,0.5,23,918.6,20,17.1
08 02 2018 13:50,20.7,0.5,23,918.6,20,17.1
08 02 2018 14:00,19.9,0,11,918.9,16.4,17.4
08 02 2018 14:10,19.9,0,11,918.9,16.4,17.4
08 02 2018 14:20,19.9,0,11,918.9,16.4,17.4
08 02 2018 14:30,19.9,0,11,918.9,16.4,17.4
08 02 2018 14:40,19.9,0,11,918.9,16.4,17.4
08 02 2018 14:50,19.9,0,11,918.9,16.4,17.4
08 02 2018 15:00,19.4,0,15,918.9,13.2,17.5
08 02 2018 15:10,19.4,0,15,918.9,13.2,17.5
08 02 2018 15:20,19.4,0,15,918.9,13.2,17.5
08 02 2018 15:30,19.4,0,15,918.9,13.2,17.5
08 02 2018 15:40,19.4,0,15,918.9,13.2,17.5
08 02 2018 15:50,19.4,0,15,918.9,13.2,17.5
08 02 2018 16:00,18.9,0,32,918.5,11.7,17.6
08 02 2018 16:10,18.9,0,32,918.5,11.7,17.6
08 02 2018 16:20,18.9,0,32,918.5,11.7,17.6
08 02 2018 16:30,18.9,0,32,918.5,11.7,17.6
08 02 2018 16:40,18.9,0,32,918.5,11.7,17.6
08 02 2018 16:50,18.9,0,32,918.5,11.7,17.6
08 02 2018 17:00,18.7,0,25,918.5,11.2,17.8
08 02 2018 17:10,18.7,0,25,918.5,11.2,17.8
08 02 2018 17:20,18.7,0,25,918.5,11.2,17.8
08 02 2018 17:30,18.7,0,25,918.5,11.2,17.8
08 02 2018 17:40,18.7,0,25,918.5,11.2,17.8
08 02 2018 17:50,18.7,0,25,918.5,11.2,17.8
08 02 2018 18:00,18.3,0.1,28,918.1,10.8,17.9
08 02 2018 18:10,18.3,0.1,28,918.1,10.8,17.9
08 02 2018 18:20,18.3,0.1,28,918.1,10.8,17.9
08 02 2018 18:30,18.3,0.1,28,918.1,10.8,17.9
08 02 2018 18:40,18.3,0.1,28,918.1,10.8,17.9
08 02 2018 18:50,18.3,0.1,28,918.1,10.8,17.9
08 02 2018 19:00,18.1,0.3,32,917.8,11.3,17.9
08 02 2018 19:10,18.1,0.3,32,917.8,11.3,17.9
08 02 2018 19:20,18.1,0.3,32,917.8,11.3,17.9
08 02 2018 19:30,18.1,0.3,32,917.8,11.3,17.9
08 02 2018 19:40,18.1,0.3,32,917.8,11.3,17.9
08 02 2018 19:50,18.1,0.3,32,917.8,11.3,17.9
08 02 2018 20:00,18.3,0.3,35,917.8,10.3,18.1
08 02 2018 20:10,18.3,0.3,35,917.8,10.3,18.1
08 02 2018 20:20,18.3,0.3,35,917.8,10.3,18.1
08 02 2018 20:30,18.3,0.3,35,917.8,10.3,18.1
08 02 2018 20:40,18.3,0.3,35,917.8,10.3,18.1
08 02 2018 20:50,18.3,0.3,35,917.8,10.3,18.1
08 02 2018 21:00,18.2,0.2,32,917.3,10,18
08 02 2018 21:10,18.2,0.2,32,917.3,10,18
08 02 2018 21:20,18.2,0.2,32,917.3,10,18
08 02 2018 21:30,18.2,0.2,32,917.3,10,18
08 02 2018 21:40,18.2,0.2,32,917.3,10,18
08 02 2018 21:50,18.2,0.2,32,917.3,10,18
08 02 2018 22:00,17.9,0.2,33,917.1,9.6,17.8
08 02 2018 22:10,17.9,0.2,33,917.1,9.6,17.8
08 02 2018 22:20,17.9,0.2,33,917.1,9.6,17.8
08 02 2018 22:30,17.9,0.2,33,917.1,9.6,17.8
08 02 2018 22:40,17.9,0.2,33,917.1,9.6,17.8
08 02 2018 22:50,17.9,0.2,33,917.1,9.6,17.8
08 02 2018 23:00,17.8,0.3,32,917,8.1,17.7
08 02 2018 23:10,17.8,0.3,32,917,8.1,17.7
08 02 2018 23:20,17.8,0.3,32,917,8.1,17.7
08 02 2018 23:30,17.8,0.3,32,917,8.1,17.7
08 02 2018 23:40,17.8,0.3,32,917,8.1,17.7
08 02 2018 23:50,17.8,0.3,32,917,8.1,17.7
08 03 2018 00:00,18.3,0.2,62,917.4,10.6,17.7
08 03 2018 00:10,18.3,0.2,62,917.4,10.6,17.7
08 03 2018 00:20,18.3,0.2,62,917.4,10.6,17.7
08 03 2018 00:30,18.3,0.2,62,917.4,10.6,17.7
08 03 2018 00:40,18.3,0.2,62,917.4,10.6,17.7
08 03 2018 00:50,18.3,0.2,62,917.4,10.6,17.7
08 03 2018 01:00,19,0.4,44,917.6,11.3,17.3
08 03 2018 01:10,19,0.4,44,917.6,11.3,17.3
08 03 2018 01:20,19,0.4,44,917.6,11.3,17.3
08 03 2018 01:30,19,0.4,44,917.6,11.3,17.3
08 03 2018 01:40,19,0.4,44,917.6,11.3,17.3
08 03 2018 01:50,19,0.4,44,917.6,11.3,17.3
08 03 2018 02:00,19.7,0.4,40,917.8,11.7,17.5
08 03 2018 02:10,19.7,0.4,40,917.8,11.7,17.5
08 03 2018 02:20,19.7,0.4,40,917.8,11.7,17.5
08 03 2018 02:30,19.7,0.4,40,917.8,11.7,17.5
08 03 2018 02:40,19.7,0.4,40,917.8,11.7,17.5
08 03 2018 02:50,19.7,0.4,40,917.8,11.7,17.5
08 03 2018 03:00,20.6,0.8,43,917.8,11.3,16.8
08 03 2018 03:10,20.6,0.8,43,917.8,11.3,16.8
08 03 2018 03:20,20.6,0.8,43,917.8,11.3,16.8
08 03 2018 03:30,20.6,0.8,43,917.8,11.3,16.8
08 03 2018 03:40,20.6,0.8,43,917.8,11.3,16.8
08 03 2018 03:50,20.6,0.8,43,917.8,11.3,16.8
08 03 2018 04:00,21.9,0.3,32,918.1,11.8,16.6
08 03 2018 04:10,21.9,0.3,32,918.1,11.8,16.6
08 03 2018 04:20,21.9,0.3,32,918.1,11.8,16.6
08 03 2018 04:30,21.9,0.3,32,918.1,11.8,16.6
08 03 2018 04:40,21.9,0.3,32,918.1,11.8,16.6
08 03 2018 04:50,21.9,0.3,32,918.1,11.8,16.6
08 03 2018 05:00,23,0.1,23,918.2,11.9,16.2
08 03 2018 05:10,23,0.1,23,918.2,11.9,16.2
08 03 2018 05:20,23,0.1,23,918.2,11.9,16.2
08 03 2018 05:30,23,0.1,23,918.2,11.9,16.2
08 03 2018 05:40,23,0.1,23,918.2,11.9,16.2
08 03 2018 05:50,23,0.1,23,918.2,11.9,16.2
08 03 2018 06:00,23.6,0,13,917.9,12.3,15.8
08 03 2018 06:10,23.6,0,13,917.9,12.3,15.8
08 03 2018 06:20,23.6,0,13,917.9,12.3,15.8
08 03 2018 06:30,23.6,0,13,917.9,12.3,15.8
08 03 2018 06:40,23.6,0,13,917.9,12.3,15.8
08 03 2018 06:50,23.6,0,13,917.9,12.3,15.8
08 03 2018 07:00,23.6,0,12,917.6,12.3,16.2
08 03 2018 07:10,23.6,0,12,917.6,12.3,16.2
08 03 2018 07:20,23.6,0,12,917.6,12.3,16.2
08 03 2018 07:30,23.6,0,12,917.6,12.3,16.2
08 03 2018 07:40,23.6,0,12,917.6,12.3,16.2
08 03 2018 07:50,23.6,0,12,917.6,12.3,16.2
08 03 2018 08:00,24.1,0,13,918,15.3,15.4
08 03 2018 08:10,24.1,0,13,918,15.3,15.4
08 03 2018 08:20,24.1,0,13,918,15.3,15.4
08 03 2018 08:30,24.1,0,13,918,15.3,15.4
08 03 2018 08:40,24.1,0,13,918,15.3,15.4
08 03 2018 08:50,24.1,0,13,918,15.3,15.4
08 03 2018 09:00,24,0,28,917.8,23.8,14.9
08 03 2018 09:10,24,0,28,917.8,23.8,14.9
08 03 2018 09:20,24,0,28,917.8,23.8,14.9
08 03 2018 09:30,24,0,28,917.8,23.8,14.9
08 03 2018 09:40,24,0,28,917.8,23.8,14.9
08 03 2018 09:50,24,0,28,917.8,23.8,14.9
08 03 2018 10:00,23,0.2,45,917.4,23.7,15.7
08 03 2018 10:10,23,0.2,45,917.4,23.7,15.7
08 03 2018 10:20,23,0.2,45,917.4,23.7,15.7
08 03 2018 10:30,23,0.2,45,917.4,23.7,15.7
08 03 2018 10:40,23,0.2,45,917.4,23.7,15.7
08 03 2018 10:50,23,0.2,45,917.4,23.7,15.7
08 03 2018 11:00,22.5,0,22,917.3,23.1,15.8
08 03 2018 11:10,22.5,0,22,917.3,23.1,15.8
08 03 2018 11:20,22.5,0,22,917.3,23.1,15.8
08 03 2018 11:30,22.5,0,22,917.3,23.1,15.8
08 03 2018 11:40,22.5,0,22,917.3,23.1,15.8
08 03 2018 11:50,22.5,0,22,917.3,23.1,15.8
08 03 2018 12:00,21.6,0.3,36,917.1,22.7,16.2
08 03 2018 12:10,21.6,0.3,36,917.1,22.7,16.2
08 03 2018 12:20,21.6,0.3,36,917.1,22.7,16.2
08 03 2018 12:30,21.6,0.3,36,917.1,22.7,16.2
08 03 2018 12:40,21.6,0.3,36,917.1,22.7,16.2
08 03 2018 12:50,21.6,0.3,36,917.1,22.7,16.2
08 03 2018 13:00,20.2,0,21,917,16.8,17.1
08 03 2018 13:10,20.2,0,21,917,16.8,17.1
08 03 2018 13:20,20.2,0,21,917,16.8,17.1
08 03 2018 13:30,20.2,0,21,917,16.8,17.1
08 03 2018 13:40,20.2,0,21,917,16.8,17.1
08 03 2018 13:50,20.2,0,21,917,16.8,17.1
08 03 2018 14:00,19.6,0.6,31,917.1,18.2,17.4
08 03 2018 14:10,19.6,0.6,31,917.1,18.2,17.4
08 03 2018 14:20,19.6,0.6,31,917.1,18.2,17.4
08 03 2018 14:30,19.6,0.6,31,917.1,18.2,17.4
08 03 2018 14:40,19.6,0.6,31,917.1,18.2,17.4
08 03 2018 14:50,19.6,0.6,31,917.1,18.2,17.4
08 03 2018 15:00,19.3,0,14,917.4,14.6,17.2
08 03 2018 15:10,19.3,0,14,917.4,14.6,17.2
08 03 2018 15:20,19.3,0,14,917.4,14.6,17.2
08 03 2018 15:30,19.3,0,14,917.4,14.6,17.2
08 03 2018 15:40,19.3,0,14,917.4,14.6,17.2
08 03 2018 15:50,19.3,0,14,917.4,14.6,17.2
08 03 2018 16:00,18.9,0,17,917.2,12.7,17.2
08 03 2018 16:10,18.9,0,17,917.2,12.7,17.2
08 03 2018 16:20,18.9,0,17,917.2,12.7,17.2
08 03 2018 16:30,18.9,0,17,917.2,12.7,17.2
08 03 2018 16:40,18.9,0,17,917.2,12.7,17.2
08 03 2018 16:50,18.9,0,17,917.2,12.7,17.2
08 03 2018 17:00,18.5,0,17,917,11.2,17.2
08 03 2018 17:10,18.5,0,17,917,11.2,17.2
08 03 2018 17:20,18.5,0,17,917,11.2,17.2
08 03 2018 17:30,18.5,0,17,917,11.2,17.2
08 03 2018 17:40,18.5,0,17,917,11.2,17.2
08 03 2018 17:50,18.5,0,17,917,11.2,17.2
08 03 2018 18:00,18.2,0,13,916.5,10.5,17.1
08 03 2018 18:10,18.2,0,13,916.5,10.5,17.1
08 03 2018 18:20,18.2,0,13,916.5,10.5,17.1
08 03 2018 18:30,18.2,0,13,916.5,10.5,17.1
08 03 2018 18:40,18.2,0,13,916.5,10.5,17.1
08 03 2018 18:50,18.2,0,13,916.5,10.5,17.1
08 03 2018 19:00,17.9,0,10,916.5,10,17.1
08 03 2018 19:10,17.9,0,10,916.5,10,17.1
08 03 2018 19:20,17.9,0,10,916.5,10,17.1
08 03 2018 19:30,17.9,0,10,916.5,10,17.1
08 03 2018 19:40,17.9,0,10,916.5,10,17.1
08 03 2018 19:50,17.9,0,10,916.5,10,17.1
08 03 2018 20:00,18.1,0,24,916.9,10.7,17.3
08 03 2018 20:10,18.1,0,24,916.9,10.7,17.3
