Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°),Time,Temperature(°C),Precipitation(mm),Cloudcover(%),Pressure(hPa),Wind Speed(km / h),Dewpoint(°C)
12 07 2018 05:50,1935.36804199218,9.01894569396972,2156.2115718586,47.7638893127441,12 07 2018 05:50,-0.1,0.0,94,922.1,13.2,-6.3
12 07 2018 06:00,1773.61303710937,8.67800045013427,1938.83999878931,38.0501899719238,12 07 2018 06:00,0.1,0.0,90,921.8,11.6,-6.4
12 07 2018 06:10,1940.45397949218,8.94005966186523,2105.42381199592,37.407371520996,12 07 2018 06:10,0.1,0.0,90,921.8,11.6,-6.4
12 07 2018 06:20,1642.86206054687,8.49400520324707,1824.29813991838,40.8317413330078,12 07 2018 06:20,0.1,0.0,90,921.8,11.6,-6.4
12 07 2018 06:30,1562.1689453125,8.20536994934082,1649.70471680796,42.7246398925781,12 07 2018 06:30,0.1,0.0,90,921.8,11.6,-6.4
12 07 2018 06:40,1340.35400390625,7.73477315902709,1381.96883463903,35.9965209960937,12 07 2018 06:40,0.1,0.0,90,921.8,11.6,-6.4
12 07 2018 06:50,1711.01599121093,8.44801712036132,1796.03657622971,31.5944995880126,12 07 2018 06:50,0.1,0.0,90,921.8,11.6,-6.4
12 07 2018 07:00,1901.74499511718,9.10593795776367,2212.49684346631,32.4307098388671,12 07 2018 07:00,0.3,0.0,83,921.8,11.7,-6.4
12 07 2018 07:10,1906.40600585937,8.96057796478271,2118.60875710334,33.526138305664,12 07 2018 07:10,0.3,0.0,83,921.8,11.7,-6.4
12 07 2018 07:20,2002.51000976562,9.33625698089599,2362.6189031703,33.7848396301269,12 07 2018 07:20,0.3,0.0,83,921.8,11.7,-6.4
12 07 2018 07:30,1645.28198242187,8.56446456909179,1867.8931231101,32.1748313903808,12 07 2018 07:30,0.3,0.0,83,921.8,11.7,-6.4
12 07 2018 07:40,1499.98803710937,8.34495258331298,1733.28714127527,29.9641609191894,12 07 2018 07:40,0.3,0.0,83,921.8,11.7,-6.4
12 07 2018 07:50,1341.52294921875,7.76987600326538,1401.09762208778,28.0058403015136,12 07 2018 07:50,0.3,0.0,83,921.8,11.7,-6.4
12 07 2018 08:00,1498.36694335937,8.38651466369628,1758.49088288269,25.5803108215332,12 07 2018 08:00,-0.1,0.0,68,920.9,9.4,-7.1
12 07 2018 08:10,1383.42199707031,8.00875186920166,1535.01252299895,26.4810905456542,12 07 2018 08:10,-0.1,0.0,68,920.9,9.4,-7.1
12 07 2018 08:20,1570.43005371093,8.41405582427978,1775.26788342698,23.8691997528076,12 07 2018 08:20,-0.1,0.0,68,920.9,9.4,-7.1
12 07 2018 08:30,1474.98205566406,8.25254726409912,1677.76524956764,22.8722591400146,12 07 2018 08:30,-0.1,0.0,68,920.9,9.4,-7.1
12 07 2018 08:40,1392.7939453125,8.01382446289062,1537.92332959914,19.7435493469238,12 07 2018 08:40,-0.1,0.0,68,920.9,9.4,-7.1
12 07 2018 08:50,1492.97900390625,8.31567955017089,1715.62029029789,20.2714290618896,12 07 2018 08:50,-0.1,0.0,68,920.9,9.4,-7.1
12 07 2018 09:00,1600.89904785156,8.53676700592041,1850.71450748146,19.577730178833,12 07 2018 09:00,-0.1,0.0,58,920.9,9.5,-7.3
12 07 2018 09:10,1709.91198730468,8.76301193237304,1992.47905026144,23.3747901916503,12 07 2018 09:10,-0.1,0.0,58,920.9,9.5,-7.3
12 07 2018 09:20,1715.98999023437,8.80047416687011,2016.24520192173,20.6079406738281,12 07 2018 09:20,-0.1,0.0,58,920.9,9.5,-7.3
12 07 2018 09:30,1878.5830078125,9.16976928710937,2253.95895006081,20.1046905517578,12 07 2018 09:30,-0.1,0.0,58,920.9,9.5,-7.3
12 07 2018 09:40,1905.15600585937,9.31359100341796,2347.78901117071,23.0779991149902,12 07 2018 09:40,-0.1,0.0,58,920.9,9.5,-7.3
12 07 2018 09:50,1562.84497070312,8.40840244293212,1771.81922521681,23.7018394470214,12 07 2018 09:50,-0.1,0.0,58,920.9,9.5,-7.3
12 07 2018 10:00,1599.94494628906,8.70902824401855,1958.36868361957,27.8374290466308,12 07 2018 10:00,-0.4,0.0,67,920.8,8.1,-7.3
12 07 2018 10:10,1316.3330078125,7.89912414550781,1472.76921496705,25.8126602172851,12 07 2018 10:10,-0.4,0.0,67,920.8,8.1,-7.3
12 07 2018 10:20,1203.42395019531,7.65946722030639,1341.43843659436,28.5231304168701,12 07 2018 10:20,-0.4,0.0,67,920.8,8.1,-7.3
12 07 2018 10:30,1441.19897460937,8.20365047454833,1648.68577140158,28.909740447998,12 07 2018 10:30,-0.4,0.0,67,920.8,8.1,-7.3
12 07 2018 10:40,1575.20202636718,8.47515869140625,1812.69731803411,27.5877990722656,12 07 2018 10:40,-0.4,0.0,67,920.8,8.1,-7.3
12 07 2018 10:50,1547.55102539062,8.48974418640136,1821.67303991352,26.8641891479492,12 07 2018 10:50,-0.4,0.0,67,920.8,8.1,-7.3
12 07 2018 11:00,1559.98498535156,8.46673393249511,1807.51995247485,27.0734405517578,12 07 2018 11:00,-1.7,0.0,61,920.5,4.8,-6.2
12 07 2018 11:10,1344.04797363281,7.88160419464111,1462.94275568335,23.8926200866699,12 07 2018 11:10,-1.7,0.0,61,920.5,4.8,-6.2
12 07 2018 11:20,1440.94201660156,8.13741207122802,1609.64132445341,26.8924293518066,12 07 2018 11:20,-1.7,0.0,61,920.5,4.8,-6.2
12 07 2018 11:30,1292.07702636718,7.862548828125,1452.2940178064,29.3593692779541,12 07 2018 11:30,-1.7,0.0,61,920.5,4.8,-6.2
12 07 2018 11:40,1216.27795410156,7.65309000015258,1338.03853476328,30.6972103118896,12 07 2018 11:40,-1.7,0.0,61,920.5,4.8,-6.2
12 07 2018 11:50,1495.46594238281,8.37842369079589,1753.57354395964,29.9216804504394,12 07 2018 11:50,-1.7,0.0,61,920.5,4.8,-6.2
12 07 2018 12:00,1576.79797363281,8.49025344848632,1821.98671352769,30.3490200042724,12 07 2018 12:00,-2.4,0.0,74,920.1,6.0,-6.1
12 07 2018 12:10,1225.0419921875,7.79143619537353,1412.91923673188,30.0642108917236,12 07 2018 12:10,-2.4,0.0,74,920.1,6.0,-6.1
12 07 2018 12:20,1310.37902832031,7.81226587295532,1424.39211914274,30.31955909729,12 07 2018 12:20,-2.4,0.0,74,920.1,6.0,-6.1
12 07 2018 12:30,1359.21398925781,7.93192911148071,1491.25952716214,29.5977096557617,12 07 2018 12:30,-2.4,0.0,74,920.1,6.0,-6.1
12 07 2018 12:40,1032.79699707031,7.32408618927001,1168.82186161662,27.6795692443847,12 07 2018 12:40,-2.4,0.0,74,920.1,6.0,-6.1
12 07 2018 12:50,1178.89794921875,7.67997598648071,1352.40691986594,29.5509300231933,12 07 2018 12:50,-2.4,0.0,74,920.1,6.0,-6.1
12 07 2018 13:00,826.155090332031,6.82105016708374,937.425710646008,34.4031181335449,12 07 2018 13:00,-2.8,0.0,64,920.1,6.1,-6.0
12 07 2018 13:10,1124.06701660156,7.5312910079956,1274.10790201152,31.7029800415039,12 07 2018 13:10,-2.8,0.0,64,920.1,6.1,-6.0
12 07 2018 13:20,844.702819824218,6.85747718811035,953.099761393342,33.6986503601074,12 07 2018 13:20,-2.8,0.0,64,920.1,6.1,-6.0
12 07 2018 13:30,810.477416992187,6.73253202438354,899.99732013914,34.972240447998,12 07 2018 13:30,-2.8,0.0,64,920.1,6.1,-6.0
12 07 2018 13:40,1090.36401367187,7.51252317428588,1264.43077401331,38.0227012634277,12 07 2018 13:40,-2.8,0.0,64,920.1,6.1,-6.0
12 07 2018 13:50,1143.46801757812,7.62094688415527,1320.98047244417,39.2727088928222,12 07 2018 13:50,-2.8,0.0,64,920.1,6.1,-6.0
12 07 2018 14:00,1140.47802734375,7.57451581954956,1296.57444405236,37.8082084655761,12 07 2018 14:00,-4.1,0.0,31,919.7,8.0,-6.0
12 07 2018 14:10,1347.48901367187,7.99551820755004,1527.43120130362,36.054889678955,12 07 2018 14:10,-4.1,0.0,31,919.7,8.0,-6.0
12 07 2018 14:20,1527.1669921875,8.32417392730712,1720.73948976223,35.3139114379882,12 07 2018 14:20,-4.1,0.0,31,919.7,8.0,-6.0
12 07 2018 14:30,1459.10400390625,8.19950771331787,1646.23191333199,34.7256889343261,12 07 2018 14:30,-4.1,0.0,31,919.7,8.0,-6.0
12 07 2018 14:40,1498.88000488281,8.2857961654663,1697.65916029844,33.8136901855468,12 07 2018 14:40,-4.1,0.0,31,919.7,8.0,-6.0
12 07 2018 14:50,1895.14099121093,9.02806186676025,2162.09682814499,33.8394088745117,12 07 2018 14:50,-4.1,0.0,31,919.7,8.0,-6.0
12 07 2018 15:00,1828.08203125,9.07083702087402,2189.75339368291,34.9358901977539,12 07 2018 15:00,-4.0,0.0,30,919.3,6.8,-5.9
12 07 2018 15:10,1818.03100585937,8.98824405670166,2136.41507397216,36.1092910766601,12 07 2018 15:10,-4.0,0.0,30,919.3,6.8,-5.9
12 07 2018 15:20,2082.43505859375,9.46476745605468,2446.85831876157,35.6331100463867,12 07 2018 15:20,-4.0,0.0,30,919.3,6.8,-5.9
12 07 2018 15:30,2198.69995117187,9.88397121429443,2717.82242915871,38.2218399047851,12 07 2018 15:30,-4.0,0.0,30,919.3,6.8,-5.9
12 07 2018 15:40,1644.83801269531,8.46828079223632,1808.47016905938,34.6652107238769,12 07 2018 15:40,-4.0,0.0,30,919.3,6.8,-5.9
12 07 2018 15:50,1659.80297851562,8.65302562713623,1923.16330898335,36.8364486694335,12 07 2018 15:50,-4.0,0.0,30,919.3,6.8,-5.9
12 07 2018 16:00,1613.71801757812,8.65314483642578,1923.23804525396,37.8359794616699,12 07 2018 16:00,-4.2,0.0,29,918.8,6.3,-6.0
12 07 2018 16:10,1772.04296875,8.97577667236328,2128.38693370689,40.3077888488769,12 07 2018 16:10,-4.2,0.0,29,918.8,6.3,-6.0
12 07 2018 16:20,1621.59802246093,8.63335704803466,1910.84460902375,39.0977706909179,12 07 2018 16:20,-4.2,0.0,29,918.8,6.3,-6.0
12 07 2018 16:30,1586.51794433593,8.56208992004394,1866.41825536608,39.8003501892089,12 07 2018 16:30,-4.2,0.0,29,918.8,6.3,-6.0
12 07 2018 16:40,1347.19494628906,8.01088047027587,1536.23365459339,41.828628540039,12 07 2018 16:40,-4.2,0.0,29,918.8,6.3,-6.0
12 07 2018 16:50,1147.2060546875,7.56489610671997,1291.55310515193,44.2519493103027,12 07 2018 16:50,-4.2,0.0,29,918.8,6.3,-6.0
12 07 2018 17:00,914.6328125,7.20520305633544,1111.10452257912,47.4943008422851,12 07 2018 17:00,-3.7,0.0,63,918.7,4.0,-6.0
12 07 2018 17:10,972.024169921875,7.25727605819702,1136.14189509362,46.3481483459472,12 07 2018 17:10,-3.7,0.0,63,918.7,4.0,-6.0
12 07 2018 17:20,1242.06799316406,7.8126368522644,1424.59691064139,50.8398094177246,12 07 2018 17:20,-3.7,0.0,63,918.7,4.0,-6.0
12 07 2018 17:30,1524.88903808593,8.53064155578613,1846.92254076624,51.6176986694335,12 07 2018 17:30,-3.7,0.0,63,918.7,4.0,-6.0
12 07 2018 17:40,1573.27099609375,8.73179054260253,1972.73111851758,55.1139793395996,12 07 2018 17:40,-3.7,0.0,63,918.7,4.0,-6.0
12 07 2018 17:50,1673.63696289062,8.98732852935791,2135.82532014523,55.188850402832,12 07 2018 17:50,-3.7,0.0,63,918.7,4.0,-6.0
12 07 2018 18:00,1729.55200195312,9.08183193206787,2196.87291293846,56.246410369873,12 07 2018 18:00,-3.5,0.0,81,918.5,3.6,-6.4
12 07 2018 18:10,1920.25402832031,9.48822689056396,2462.25840433567,57.4150695800781,12 07 2018 18:10,-3.5,0.0,81,918.5,3.6,-6.4
12 07 2018 18:20,1941.71704101562,9.60937404632568,2524.2962060092,61.0390014648437,12 07 2018 18:20,-3.5,0.0,81,918.5,3.6,-6.4
12 07 2018 18:30,1986.46801757812,9.873384475708,2710.82945691796,63.4744491577148,12 07 2018 18:30,-3.5,0.0,81,918.5,3.6,-6.4
12 07 2018 18:40,1905.60803222656,9.45925903320312,2443.24306962653,64.6984329223632,12 07 2018 18:40,-3.5,0.0,81,918.5,3.6,-6.4
12 07 2018 18:50,1846.68200683593,9.31341171264648,2347.67174467435,67.7755584716796,12 07 2018 18:50,-3.5,0.0,81,918.5,3.6,-6.4
12 07 2018 19:00,1740.001953125,9.11769199371337,2220.12208888212,68.476448059082,12 07 2018 19:00,-3.3,0.0,84,918.1,4.3,-6.5
12 07 2018 19:10,1582.15698242187,8.90932083129882,2085.70592115607,69.8134307861328,12 07 2018 19:10,-3.3,0.0,84,918.1,4.3,-6.5
12 07 2018 19:20,1408.15905761718,8.31321430206298,1714.13572051292,67.5223922729492,12 07 2018 19:20,-3.3,0.0,84,918.1,4.3,-6.5
12 07 2018 19:30,1359.11401367187,8.19239616394042,1642.02322341883,66.2757492065429,12 07 2018 19:30,-3.3,0.0,84,918.1,4.3,-6.5
12 07 2018 19:40,1461.28894042968,8.40227890014648,1768.08656857018,66.6257400512695,12 07 2018 19:40,-3.3,0.0,84,918.1,4.3,-6.5
12 07 2018 19:50,1313.82104492187,8.06340026855468,1566.50981270814,66.9010772705078,12 07 2018 19:50,-3.3,0.0,84,918.1,4.3,-6.5
12 07 2018 20:00,1194.21997070312,7.84986305236816,1445.22748970638,64.0811614990234,12 07 2018 20:00,-3.3,0.0,44,917.4,6.8,-6.4
12 07 2018 20:10,1246.57702636718,7.92700004577636,1488.47379080149,64.5265502929687,12 07 2018 20:10,-3.3,0.0,44,917.4,6.8,-6.4
12 07 2018 20:20,1221.10498046875,7.81152820587158,1423.98495264137,63.4754905700683,12 07 2018 20:20,-3.3,0.0,44,917.4,6.8,-6.4
12 07 2018 20:30,1393.61901855468,8.13695240020751,1609.37180781021,67.2243728637695,12 07 2018 20:30,-3.3,0.0,44,917.4,6.8,-6.4
12 07 2018 20:40,1375.56201171875,8.18098926544189,1635.28219425057,68.4732666015625,12 07 2018 20:40,-3.3,0.0,44,917.4,6.8,-6.4
12 07 2018 20:50,1517.52197265625,8.56273365020751,1866.81803104713,70.1897964477539,12 07 2018 20:50,-3.3,0.0,44,917.4,6.8,-6.4
12 07 2018 21:00,1589.47595214843,8.67958641052246,1939.83679279087,69.6176528930664,12 07 2018 21:00,-4.4,0.0,10,916.5,6.5,-7.0
12 07 2018 21:10,1614.19604492187,8.89186286926269,2074.52639730489,69.524917602539,12 07 2018 21:10,-4.4,0.0,10,916.5,6.5,-7.0
12 07 2018 21:20,1345.58605957031,8.21506977081298,1655.45776687923,70.6395721435546,12 07 2018 21:20,-4.4,0.0,10,916.5,6.5,-7.0
12 07 2018 21:30,1113.9560546875,7.70106983184814,1363.74292936181,73.9031295776367,12 07 2018 21:30,-4.4,0.0,10,916.5,6.5,-7.0
12 07 2018 21:40,709.643188476562,6.77086591720581,916.092345336038,77.3547134399414,12 07 2018 21:40,-4.4,0.0,10,916.5,6.5,-7.0
12 07 2018 21:50,554.814819335937,6.39101886749267,764.016792790289,77.0853424072265,12 07 2018 21:50,-4.4,0.0,10,916.5,6.5,-7.0
12 07 2018 22:00,487.372802734375,6.03014278411865,634.205158762413,78.9216079711914,12 07 2018 22:00,-4.3,0.0,0,915.8,5.6,-7.1
12 07 2018 22:10,291.862701416015,4.6666350364685,258.128411661102,80.9773330688476,12 07 2018 22:10,-4.3,0.0,0,915.8,5.6,-7.1
12 07 2018 22:20,399.266998291015,6.01969003677368,630.653045893096,79.4888229370117,12 07 2018 22:20,-4.3,0.0,0,915.8,5.6,-7.1
12 07 2018 22:30,493.339111328125,6.31699705123901,736.247689003053,66.9520721435546,12 07 2018 22:30,-4.3,0.0,0,915.8,5.6,-7.1
12 07 2018 22:40,490.04638671875,6.13849020004272,671.712152764204,59.1424217224121,12 07 2018 22:40,-4.3,0.0,0,915.8,5.6,-7.1
12 07 2018 22:50,484.881591796875,6.03089714050292,634.461960421358,55.1043891906738,12 07 2018 22:50,-4.3,0.0,0,915.8,5.6,-7.1
12 07 2018 23:00,587.690612792968,6.41432809829711,772.884697037228,53.8560600280761,12 07 2018 23:00,-4.1,0.0,0,915.7,4.8,-6.9
12 07 2018 23:10,701.203308105468,6.72801399230957,898.111716448477,54.9567413330078,12 07 2018 23:10,-4.1,0.0,0,915.7,4.8,-6.9
12 07 2018 23:20,777.488220214843,6.89605093002319,969.872911116347,64.3696365356445,12 07 2018 23:20,-4.1,0.0,0,915.7,4.8,-6.9
12 07 2018 23:30,1008.49401855468,7.69181299209594,1358.76144455424,63.6219215393066,12 07 2018 23:30,-4.1,0.0,0,915.7,4.8,-6.9
12 07 2018 23:40,1067.96105957031,7.78149509429931,1407.46164056018,64.5732727050781,12 07 2018 23:40,-4.1,0.0,0,915.7,4.8,-6.9
12 07 2018 23:50,993.571472167968,7.48084497451782,1248.05208343018,66.6283493041992,12 07 2018 23:50,-4.1,0.0,0,915.7,4.8,-6.9
01 08 2018 00:00,1096.72802734375,7.57881116867065,1298.82047402127,71.8276977539062,01 08 2018 00:00,3.6,0.0,13,930.1,7.7,0.6
01 08 2018 00:10,1198.43395996093,7.94408798217773,1498.14253831168,67.5691833496093,01 08 2018 00:10,3.6,0.0,13,930.1,7.7,0.6
01 08 2018 00:20,1083.24096679687,7.88663101196289,1465.75867098231,66.0146408081054,01 08 2018 00:20,3.6,0.0,13,930.1,7.7,0.6
01 08 2018 00:30,1025.68103027343,7.51824712753295,1267.37714871821,70.2414169311523,01 08 2018 00:30,3.6,0.0,13,930.1,7.7,0.6
01 08 2018 00:40,1089.70104980468,7.60759210586547,1313.93205623315,72.0717163085937,01 08 2018 00:40,3.6,0.0,13,930.1,7.7,0.6
01 08 2018 00:50,1040.55200195312,7.54955387115478,1283.56996951609,69.2343368530273,01 08 2018 00:50,3.6,0.0,13,930.1,7.7,0.6
01 08 2018 01:00,1105.84997558593,7.74649190902709,1388.33835936039,66.6708297729492,01 08 2018 01:00,3.5,0.0,7,930.5,6.8,0.7
01 08 2018 01:10,1197.26904296875,8.16189384460449,1624.02451258497,65.7898483276367,01 08 2018 01:10,3.5,0.0,7,930.5,6.8,0.7
01 08 2018 01:20,1282.81799316406,8.09061241149902,1582.30584102862,70.8124771118164,01 08 2018 01:20,3.5,0.0,7,930.5,6.8,0.7
01 08 2018 01:30,1197.31994628906,7.86562204360961,1454.00866871548,71.4660873413085,01 08 2018 01:30,3.5,0.0,7,930.5,6.8,0.7
01 08 2018 01:40,1069.78405761718,7.62675523757934,1324.05316584453,69.1678237915039,01 08 2018 01:40,3.5,0.0,7,930.5,6.8,0.7
01 08 2018 01:50,946.323791503906,7.27915477752685,1146.774200931,67.7029266357421,01 08 2018 01:50,3.5,0.0,7,930.5,6.8,0.7
01 08 2018 02:00,1108.71801757812,7.84795713424682,1444.16738710225,60.7688293457031,01 08 2018 02:00,4.0,0.0,8,930.6,7.1,1.0
01 08 2018 02:10,1004.17102050781,7.56200790405273,1290.04788766876,66.7255706787109,01 08 2018 02:10,4.0,0.0,8,930.6,7.1,1.0
01 08 2018 02:20,1092.53894042968,7.62032079696655,1320.64952242303,66.7897720336914,01 08 2018 02:20,4.0,0.0,8,930.6,7.1,1.0
01 08 2018 02:30,1140.51293945312,7.88162183761596,1462.95263397394,64.5927276611328,01 08 2018 02:30,4.0,0.0,8,930.6,7.1,1.0
01 08 2018 02:40,1170.998046875,7.88437700271606,1464.49567516611,65.772346496582,01 08 2018 02:40,4.0,0.0,8,930.6,7.1,1.0
01 08 2018 02:50,1119.40698242187,7.9224510192871,1485.90518197234,56.7781105041503,01 08 2018 02:50,4.0,0.0,8,930.6,7.1,1.0
01 08 2018 03:00,1036.97094726562,7.67815208435058,1351.42933261879,65.0573425292968,01 08 2018 03:00,6.6,0.0,33,931.9,9.5,2.9
01 08 2018 03:10,985.549011230468,7.55785512924194,1287.88555565689,55.571720123291,01 08 2018 03:10,6.6,0.0,33,931.9,9.5,2.9
01 08 2018 03:20,921.344482421875,7.3072919845581,1160.54732837258,54.3561096191406,01 08 2018 03:20,6.6,0.0,33,931.9,9.5,2.9
01 08 2018 03:30,883.933227539062,7.08415794372558,1054.32783465707,48.3949508666992,01 08 2018 03:30,6.6,0.0,33,931.9,9.5,2.9
01 08 2018 03:40,966.140319824218,7.23123502731323,1123.5740984274,44.7731018066406,01 08 2018 03:40,6.6,0.0,33,931.9,9.5,2.9
01 08 2018 03:50,839.971923828125,6.93017101287841,984.861549577437,46.312198638916,01 08 2018 03:50,6.6,0.0,33,931.9,9.5,2.9
01 08 2018 04:00,1038.18005371093,7.4822039604187,1248.75510420357,48.6388206481933,01 08 2018 04:00,8.9,0.0,27,932.6,7.2,3.7
01 08 2018 04:10,839.466613769531,6.9571418762207,996.811720212268,52.0808486938476,01 08 2018 04:10,8.9,0.0,27,932.6,7.2,3.7
01 08 2018 04:20,707.546508789062,6.62368392944335,855.227145461519,52.8005981445312,01 08 2018 04:20,8.9,0.0,27,932.6,7.2,3.7
01 08 2018 04:30,590.576721191406,6.1912670135498,690.436576590354,49.7960510253906,01 08 2018 04:30,8.9,0.0,27,932.6,7.2,3.7
01 08 2018 04:40,308.651885986328,5.3949818611145,439.290723988942,38.5497093200683,01 08 2018 04:40,8.9,0.0,27,932.6,7.2,3.7
01 08 2018 04:50,412.415496826171,5.74077796936035,541.00529473309,43.8804512023925,01 08 2018 04:50,8.9,0.0,27,932.6,7.2,3.7
01 08 2018 05:00,185.762405395507,4.58024883270263,239.181620667341,43.4586296081542,01 08 2018 05:00,9.7,0.0,28,932.7,5.8,3.6
01 08 2018 05:10,230.186203002929,4.71971797943115,270.011442847837,40.1344985961914,01 08 2018 05:10,9.7,0.0,28,932.7,5.8,3.6
01 08 2018 05:20,529.9990234375,6.09758186340332,657.403387650972,43.9959907531738,01 08 2018 05:20,9.7,0.0,28,932.7,5.8,3.6
01 08 2018 05:30,318.699584960937,5.17873477935791,381.15323369355,40.3444595336914,01 08 2018 05:30,9.7,0.0,28,932.7,5.8,3.6
01 08 2018 05:40,273.828796386718,4.86943483352661,304.560011568051,34.2797698974609,01 08 2018 05:40,9.7,0.0,28,932.7,5.8,3.6
01 08 2018 05:50,688.054809570312,6.51531219482421,811.993470762535,49.5802001953125,01 08 2018 05:50,9.7,0.0,28,932.7,5.8,3.6
01 08 2018 06:00,621.631225585937,6.14165496826171,672.826567511909,60.2026710510253,01 08 2018 06:00,10.1,0.0,29,932.1,6.1,3.7
01 08 2018 06:10,505.136505126953,5.82209920883178,566.608232232218,55.3091392517089,01 08 2018 06:10,10.1,0.0,29,932.1,6.1,3.7
01 08 2018 06:20,827.258422851562,7.00505590438842,1018.26640628613,66.4395065307617,01 08 2018 06:20,10.1,0.0,29,932.1,6.1,3.7
01 08 2018 06:30,804.592712402343,6.82363605499267,938.533116489985,58.1907501220703,01 08 2018 06:30,10.1,0.0,29,932.1,6.1,3.7
01 08 2018 06:40,657.674987792968,6.28865385055541,725.771963010659,51.2912483215332,01 08 2018 06:40,10.1,0.0,29,932.1,6.1,3.7
01 08 2018 06:50,1114.66198730468,7.53068399429321,1273.79417088087,50.7076187133789,01 08 2018 06:50,10.1,0.0,29,932.1,6.1,3.7
01 08 2018 07:00,840.841918945312,6.91148376464843,976.63462781248,59.7741889953613,01 08 2018 07:00,10.0,0.0,28,931.7,5.2,3.5
01 08 2018 07:10,641.142822265625,6.14593076705932,674.333911945172,53.297019958496,01 08 2018 07:10,10.0,0.0,28,931.7,5.2,3.5
01 08 2018 07:20,527.154907226562,5.58390617370605,493.464014824829,55.6834716796875,01 08 2018 07:20,10.0,0.0,28,931.7,5.2,3.5
01 08 2018 07:30,1140.51794433593,7.08718490600585,1055.72390074988,35.663719177246,01 08 2018 07:30,10.0,0.0,28,931.7,5.2,3.5
01 08 2018 07:40,796.608581542968,6.33661985397338,743.55121234724,34.7369995117187,01 08 2018 07:40,10.0,0.0,28,931.7,5.2,3.5
01 08 2018 07:50,1553.72497558593,8.48922252655029,1821.35174958776,32.7509803771972,01 08 2018 07:50,10.0,0.0,28,931.7,5.2,3.5
01 08 2018 08:00,951.183471679687,6.86278295516967,955.396138969389,40.180908203125,01 08 2018 08:00,10.1,0.0,24,931.5,4.7,3.1
01 08 2018 08:10,1070.50598144531,7.26679515838623,1140.75958531583,35.2323913574218,01 08 2018 08:10,10.1,0.0,24,931.5,4.7,3.1
01 08 2018 08:20,1098.76599121093,7.10181903839111,1062.49026871441,38.2643890380859,01 08 2018 08:20,10.1,0.0,24,931.5,4.7,3.1
01 08 2018 08:30,1332.39794921875,7.68539381027221,1355.31324173262,29.5060100555419,01 08 2018 08:30,10.1,0.0,24,931.5,4.7,3.1
01 08 2018 08:40,855.020874023437,6.7399468421936,903.097074533978,38.5814094543457,01 08 2018 08:40,10.1,0.0,24,931.5,4.7,3.1
01 08 2018 08:50,704.300415039062,6.24737882614135,710.671494619774,31.8621501922607,01 08 2018 08:50,10.1,0.0,24,931.5,4.7,3.1
01 08 2018 09:00,621.281127929687,6.07910013198852,650.997557722678,25.9709701538085,01 08 2018 09:00,9.3,0.0,25,931.2,3.1,3.9
01 08 2018 09:10,789.869812011718,6.72647714614868,897.470856311199,25.6290206909179,01 08 2018 09:10,9.3,0.0,25,931.2,3.1,3.9
01 08 2018 09:20,708.119689941406,6.31219577789306,734.467019848283,29.8188896179199,01 08 2018 09:20,9.3,0.0,25,931.2,3.1,3.9
01 08 2018 09:30,274.528198242187,4.9266619682312,318.185162644048,32.6541900634765,01 08 2018 09:30,9.3,0.0,25,931.2,3.1,3.9
01 08 2018 09:40,311.905487060546,5.01980209350585,340.879259343686,27.5869407653808,01 08 2018 09:40,9.3,0.0,25,931.2,3.1,3.9
01 08 2018 09:50,426.954711914062,5.44320583343505,452.809450397091,35.6447105407714,01 08 2018 09:50,9.3,0.0,25,931.2,3.1,3.9
01 08 2018 10:00,201.483505249023,4.46051979064941,213.689507127672,29.0635204315185,01 08 2018 10:00,8.4,0.0,49,930.9,1.5,4.4
01 08 2018 10:10,459.434692382812,5.83771276473999,571.600850381312,22.5454807281494,01 08 2018 10:10,8.4,0.0,49,930.9,1.5,4.4
01 08 2018 10:20,637.842224121093,6.30709218978881,732.576961933133,17.7371501922607,01 08 2018 10:20,8.4,0.0,49,930.9,1.5,4.4
01 08 2018 10:30,398.877014160156,5.55861902236938,486.021848382794,22.7761306762695,01 08 2018 10:30,8.4,0.0,49,930.9,1.5,4.4
01 08 2018 10:40,469.241485595703,5.81455898284912,564.206094693974,22.2119007110595,01 08 2018 10:40,8.4,0.0,49,930.9,1.5,4.4
01 08 2018 10:50,595.283020019531,6.28018379211425,722.658230307432,22.7270908355712,01 08 2018 10:50,8.4,0.0,49,930.9,1.5,4.4
01 08 2018 11:00,554.1923828125,6.1257209777832,667.226581908582,20.1302795410156,01 08 2018 11:00,7.8,0.0,23,930.8,3.2,4.0
01 08 2018 11:10,686.80126953125,6.55068778991699,825.961071049512,19.0235900878906,01 08 2018 11:10,7.8,0.0,23,930.8,3.2,4.0
01 08 2018 11:20,655.998779296875,6.46029615402221,790.547560299462,20.9137496948242,01 08 2018 11:20,7.8,0.0,23,930.8,3.2,4.0
01 08 2018 11:30,620.672912597656,6.3896198272705,763.486421205627,18.2074604034423,01 08 2018 11:30,7.8,0.0,23,930.8,3.2,4.0
01 08 2018 11:40,544.566711425781,5.97361898422241,616.130228427058,18.4504108428955,01 08 2018 11:40,7.8,0.0,23,930.8,3.2,4.0
01 08 2018 11:50,566.363525390625,6.14230918884277,673.05707278193,19.3061695098876,01 08 2018 11:50,7.8,0.0,23,930.8,3.2,4.0
